kingdom	phylum	class	order	family	genus	species	A4_T2_R1	A4_T3_R1	A4_T4_R1	A4_T5_R1	B1_T2_R1	B1_T3_R1	B1_T4_R1	B1_T5_R1	B2_T2_R1	B2_T3_R1	B2_T4_R1	B2_T5_R1	B3_T2_R1	B3_T3_R1	B3_T4_R1	B3_T5_R1	B4_T2_R1	B4_T3_R1	B4_T4_R1	B4_T5_R1	B5_T1_R1	B5_T2_R1	B5_T3_R1	B5_T4_R1	B6_T2_R1	B6_T3_R1	B6_T4_R1	B6_T5_R1	B7_T2_R1	B7_T3_R1	B7_T4_R1	B7_T5_R1	B8_T2_R1	B8_T3_R1	B8_T4_R1	C1_T1_R1	C1_T2_R1	C1_T4_R1	C1_T5_R1	C2_T1_R1	C2_T2_R1	C2_T3_R1	C2_T4_R1	C2_T5_R1	C3_T1_R1	C3_T2_R1	C3_T3_R1	C3_T4_R1	C3_T5_R1	C6_T1_R1	C6_T2_R1	C6_T3_R1	C6_T4_R1	C6_T5_R1	C7_T2_R1	C7_T3_R1	C7_T4_R1	C7_T5_R1	D1_T2_R1	D1_T3_R1	D1_T4_R1	D1_T5_R1	D2_T1_R1	D2_T2_R1	D2_T3_R1	D2_T4_R1	D2_T5_R1	D4_T1_R1	D4_T2_R1	D4_T3_R1	D4_T4_R1	D4_T5_R1	D5_T2_R1	D5_T4_R1	D5_T5_R1	D6_T1_R1	D6_T2_R1	D6_T3_R1	D6_T4_R1	D6_T5_R1	E1_T1_R1	E1_T2_R1	E1_T3_R1	E1_T4_R1	E1_T5_R1	E2_T1_R1	E2_T2_R1	E2_T3_R1	E2_T4_R1	E2_T5_R1	E3_T2_R1	E3_T3_R1	E3_T4_R1	E3_T5_R1	E5_T1_R1	E5_T2_R1	E5_T4_R1	E5_T5_R1	E7_T2_R1	E7_T3_R1	E7_T4_R1	E7_T5_R1	F1_T2_R1	F1_T3_R1	F1_T4_R1	F1_T5_R1	F3_T2_R1	F3_T3_R1	F3_T4_R1	F3_T5_R1	F4_T2_R1	F4_T3_R1	F4_T4_R1	F5_T1_R1	F5_T2_R1	F5_T3_R1	F5_T4_R1	F5_T5_R1	F7_T1_R1	F7_T2_R1	F7_T3_R1	F7_T4_R1	F7_T5_R1	F8_T1_R1	F8_T2_R1	F8_T3_R1	F8_T4_R1	F8_T5_R1	G1_T1_R1	G1_T4_R1	G1_T5_R1	G2_T2_R1	G2_T3_R1	G2_T4_R1	G2_T5_R1	G3_T2_R1	G3_T3_R1	G3_T4_R1	G3_T5_R1	G4_T1_R1	G4_T2_R1	G4_T3_R1	G4_T4_R1	G4_T5_R1	G5_T5_R1	G6_T1_R1	G6_T3_R1	G6_T4_R1	G6_T5_R1	G7_T1_R1	G7_T2_R1	G7_T3_R1	G7_T4_R1	G7_T5_R1	G8_T1_R1	G8_T2_R1	G8_T4_R1	G8_T5_R1	H1_T2_R1	H1_T3_R1	H1_T4_R1	H1_T5_R1	H2_T2_R1	H2_T3_R1	H2_T5_R1	H4_T2_R1	H4_T3_R1	H4_T4_R1	H4_T5_R1	H5_T2_R1	H5_T3_R1	H5_T4_R1	H5_T5_R1	H7_T2_R1	H8_T1_R1	H8_T2_R1	H8_T3_R1	H8_T4_R1	H8_T5_R1	I2_T2_R1	I2_T3_R1	I2_T4_R1	I2_T5_R1	I5_T1_R1	I5_T2_R1	I5_T3_R1	I5_T4_R1	I5_T5_R1	I6_T2_R1	I6_T3_R1	I6_T4_R1	I6_T5_R1	Resv_T2_R1	Resv_T3_R1	Resv_T4_R1	Resv_T5_R1	Cont_T1_R1	Cont_T2_R1	Cont_T3_R1	Cont_T4_R1	Cont_T5_R1	A4_T2_R2	A4_T3_R2	A4_T4_R2	A4_T5_R2	B1_T2_R2	B1_T3_R2	B1_T4_R2	B1_T5_R2	B2_T2_R2	B2_T3_R2	B2_T4_R2	B2_T5_R2	B3_T2_R2	B3_T3_R2	B3_T4_R2	B3_T5_R2	B4_T2_R2	B4_T3_R2	B4_T4_R2	B4_T5_R2	B5_T3_R2	B5_T4_R2	B5_T5_R2	B6_T2_R2	B6_T3_R2	B6_T5_R2	B7_T2_R2	B7_T3_R2	B7_T4_R2	B7_T5_R2	B8_T2_R2	B8_T3_R2	B8_T4_R2	B8_T5_R2	C1_T2_R2	C1_T3_R2	C1_T4_R2	C1_T5_R2	C2_T1_R2	C2_T2_R2	C2_T3_R2	C2_T4_R2	C2_T5_R2	C3_T1_R2	C3_T2_R2	C3_T3_R2	C3_T4_R2	C3_T5_R2	C6_T2_R2	C6_T3_R2	C6_T4_R2	C6_T5_R2	C7_T2_R2	C7_T3_R2	C7_T5_R2	D1_T2_R2	D1_T3_R2	D1_T4_R2	D1_T5_R2	D2_T2_R2	D2_T3_R2	D2_T4_R2	D4_T2_R2	D4_T3_R2	D4_T4_R2	D4_T5_R2	D5_T2_R2	D5_T3_R2	D5_T4_R2	D5_T5_R2	D6_T1_R2	D6_T2_R2	D6_T3_R2	D6_T4_R2	D6_T5_R2	E1_T2_R2	E1_T3_R2	E1_T4_R2	E1_T5_R2	E2_T1_R2	E2_T2_R2	E2_T3_R2	E2_T4_R2	E2_T5_R2	E3_T2_R2	E3_T3_R2	E3_T4_R2	E3_T5_R2	E5_T2_R2	E5_T3_R2	E5_T4_R2	E5_T5_R2	E7_T2_R2	E7_T3_R2	E7_T4_R2	E7_T5_R2	F1_T2_R2	F1_T3_R2	F1_T5_R2	F3_T2_R2	F3_T3_R2	F3_T4_R2	F4_T2_R2	F4_T3_R2	F5_T1_R2	F5_T2_R2	F5_T3_R2	F5_T4_R2	F5_T5_R2	F7_T2_R2	F7_T3_R2	F7_T4_R2	F7_T5_R2	F8_T2_R2	F8_T3_R2	F8_T4_R2	F8_T5_R2	G1_T4_R2	G2_T2_R2	G2_T3_R2	G2_T4_R2	G2_T5_R2	G3_T2_R2	G3_T3_R2	G3_T4_R2	G3_T5_R2	G4_T1_R2	G4_T2_R2	G4_T3_R2	G4_T4_R2	G4_T5_R2	G6_T1_R2	G6_T3_R2	G6_T4_R2	G7_T2_R2	G7_T3_R2	G7_T4_R2	G7_T5_R2	G8_T2_R2	G8_T3_R2	G8_T4_R2	G8_T5_R2	H1_T2_R2	H1_T3_R2	H1_T4_R2	H1_T5_R2	H2_T2_R2	H2_T3_R2	H2_T4_R2	H2_T5_R2	H4_T2_R2	H4_T3_R2	H4_T4_R2	H4_T5_R2	H5_T2_R2	H5_T3_R2	H5_T4_R2	H5_T5_R2	H7_T2_R2	H8_T1_R2	H8_T2_R2	H8_T4_R2	H8_T5_R2	I2_T2_R2	I2_T3_R2	I2_T4_R2	I2_T5_R2	I5_T2_R2	I5_T3_R2	I5_T4_R2	I5_T5_R2	I6_T2_R2	I6_T3_R2	I6_T4_R2	Resv_T2_R2	Resv_T3_R2	Resv_T4_R2	Resv_T5_R2	Cont_T1_R2	Cont_T2_R2	Cont_T3_R2	Cont_T4_R2	Cont_T5_R2
Eubacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon	Aphanizomenon flosaquae	0	0	0	0	29486	23179	1212	5076	26743	29945	2200	804	7093	5969	0	4	0	40	0	0	838	130	296	7	2	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	21728	31157	2339	4729	0	0	106	0	0	0	0	42	0	165	0	0	0	0	20752	9883	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3316	0	7	0	7028	0	0	0	31167	34007	331	8573	0	0	0	0	57	440	0	591	16769	23719	26	168	0	0	0	0	3666	0	0	0	0	9	0	18	0	63	0	0	0	8	0	0	9	0	0	0	16	0	0	2094	0	12187	23646	107	4049	0	7559	26641	0	3152	41	0	0	0	0	0	20069	0	0	1678	0	0	0	2352	30756	32251	799	3728	0	0	0	22570	6184	0	18	0	62	2	33	0	0	67	2	0	0	28127	27857	0	544	0	0	0	0	0	0	0	0	0	33361	34289	5593	12088	0	167259	1643	0	0	0	0	0	0	18213	30202	374	858	14992	25861	715	2417	724	29518	0	15	0	1744	0	9	455	21	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8936	28668	1506	1606	0	0	63	0	13	0	5	0	0	0	0	0	7257	4112	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	33	0	0	0	0	0	21894	31582	478	5307	0	0	0	0	10	217	0	180	3734	3753	488	0	0	0	0	0	0	0	17	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	7567	19166	350	4458	0	2963	7720	4927	312	0	0	0	0	0	0	1853	0	939	0	220	15675	29198	2679	3730	0	0	0	0	3129	8839	0	21	0	20	18	6	0	0	0	0	0	15455	7112	0	69	0	0	0	0	0	0	0	27419	35107	7992	3809	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Unknown	Unknown	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	115	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	288	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	57	222	0	0	0	243	98	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	205	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	Anabaena sp.	0	0	0	0	73	0	22	239	13	6	282	86	146	88	0	6	8	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	89	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	4	0	73	0	0	0	47	3	28	492	0	0	0	0	0	0	0	9	49	5	15	29	0	0	0	0	26	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	28	0	0	0	11	0	0	256	0	22	23	0	498	0	9	85	0	298	49	0	0	0	0	0	53	0	0	602	0	0	0	7	29	5	492	284	0	0	0	58	0	7	82	0	0	0	2	0	0	0	0	0	0	35	10	0	10	0	0	0	0	0	0	0	0	0	297	61	3058	905	0	5061	0	0	0	0	0	0	0	35	7	18	53	0	10	154	222	12	0	4	32	0	0	0	0	0	1	8	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	100	153	0	0	0	0	3	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	23	0	0	0	0	0	32	15	12	383	0	0	0	0	0	0	0	10	16	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	35	0	77	760	0	21	17	0	16	0	0	0	0	0	0	336	0	0	0	1	55	10	16	268	0	0	0	0	26	0	9	0	0	0	0	73	0	0	0	0	0	32	0	0	27	0	0	0	0	0	0	0	249	57	2481	368	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Nostocales	Unknown	Unknown	Unknown	0	0	0	0	0	0	240	563	0	0	446	276	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	357	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	1016	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	927	0	0	0	0	352	0	0	0	0	0	0	0	0	0	306	0	0	0	547	0	0	281	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	987	2021	0	479	0	0	0	0	0	0	0	0	0	0	42	0	0	124	604	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	15	0	8	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	14	255	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	812	502	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Chamaesiphonaceae	Chamaesiphon	Chamaesiphon minutus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	77	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Leptolyngbya	Unknown	0	0	0	0	0	0	0	0	9	18	4	1	74	0	0	0	0	0	0	0	0	11	2	0	13	3	0	0	19	0	0	0	96	0	0	13	33	5	0	2	0	0	1	0	49	9	0	0	0	25	64	0	0	0	6	2	0	0	12	1	0	0	0	7	0	0	0	0	33	6	12	11	0	0	0	0	17	0	0	0	0	6	0	0	0	7	14	0	0	0	0	0	2	0	0	2	0	0	9	6	3	0	32	2	6	0	5	0	0	0	7	0	0	18	9	0	0	0	176	11	0	0	0	84	26	0	0	0	14	0	0	61	0	147	0	34	7	0	33	59	2	0	0	0	0	12	0	0	4	38	4	4	30	39	47	10	0	0	0	0	0	0	41	0	0	10	0	0	0	0	3	0	7	18	25	11	2	0	0	0	17	45	50	0	30	57	663	12	51	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	7	17	2	0	0	0	0	2	0	31	0	0	0	0	15	0	0	0	2	0	0	2	4	0	0	0	0	0	7	4	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	0	2	0	0	2	0	0	0	10	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	7	114	21	12	0	0	0	0	9	0	1	6	7	14	5	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	7	2	0	0	20	0	0	0	0	31	18	34	9	34	219	6	0	14	0	0	0	0	0	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Neosynechococcus	Neosynechococcus sphagnicola	4	0	0	0	23	0	0	0	27	1	0	0	13	0	0	0	0	0	0	0	0	60	19	0	20	3	0	0	13	4	0	0	53	26	0	0	7	0	9	0	0	18	15	0	0	0	0	0	0	0	89	42	55	8	18	0	0	0	2	0	0	0	0	28	0	0	0	0	155	53	48	56	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	27	12	2	0	29	0	0	0	0	0	0	0	1	0	0	0	5	0	8	0	0	13	24	0	0	0	44	48	0	0	0	0	0	6	0	43	0	56	55	0	34	0	0	0	0	26	0	0	0	3	0	0	0	14	16	52	0	9	4	32	11	5	34	2	3	0	0	17	66	0	0	0	150	104	63	6	0	56	5	112	0	0	88	492	10287	0	252	1483	530	59	20	10	0	1263	0	0	0	0	0	0	621	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	12	0	0	0	0	0	0	0	0	0	0	120	3	5	0	0	13	21	11	0	0	0	0	0	32	41	57	7	3	0	0	3	4	0	2	4	0	0	49	36	26	35	3	7	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	0	13	40	0	0	0	0	0	0	0	24	126	369	8	0	0	4	0	3	0	0	0	0	39	27	19	0	8	30	9	0	6	37	0	2	0	0	0	0	30	0	0	0	101	67	14	0	0	1	25	16	6	188	179	5030	60	1560	144	36	0	5	0	0	0	5	0	0	0	0	0	96
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Romeria	Romeria chlorina	21	0	0	0	21	0	53	61	7	31	13	37	2157	6	0	0	22	0	0	0	15	215	101	41	95	251	3	94	150	0	70	0	43	0	0	9	7	550	587	9	15	101	1067	657	0	0	0	0	0	23	306	277	123	132	3	0	0	0	15	4	3	0	23	4	0	0	0	8	487	280	390	1303	0	4	0	76	36	0	0	0	0	7	6	0	0	11	0	0	0	0	24	12	298	82	21	16	0	0	149	144	219	81	149	0	5	6	0	0	0	0	0	0	4	18	6	3	128	2	19	106	80	175	75	13	11	4	200	187	5	0	129	71	0	148	0	4	0	26	102	41	1	7	95	159	656	8	109	946	4027	8	18	348	247	347	0	6	152	532	2	0	576	188	0	0	0	180	2	0	0	0	205	431	821	55	41	291	111	16	0	0	15	13	18	11	56	14	166	63	69	103	56	104	15	13	111	50	0	81	0	0	0	12	0	0	0	30	1	18	20	0	44	3	108	2118	0	0	3	0	0	0	0	54	104	83	13	207	86	83	0	0	0	92	0	0	0	19	668	454	271	8	13	146	1714	1029	2	0	0	0	0	280	207	232	121	0	4	0	26	0	7	1	8	0	0	421	188	267	415	12	2	0	0	37	60	1	0	0	0	0	0	0	0	0	0	0	0	22	23	215	57	0	0	0	0	82	169	111	50	117	0	9	0	0	0	0	0	9	7	3	0	0	0	47	59	132	0	1	88	34	25	35	0	0	0	14	14	95	118	6	0	0	4	9	3	60	414	3	507	240	241	2	15	56	372	0	15	485	58	0	0	0	0	138	0	0	0	6	62	337	223	0	43	15	8	1	7	77	8	7	82	11	46	26	10	119	36	22	0	136	16	0	0	0	0	0
Eubacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Unknown	Unknown	545	78	15	0	195	0	68	137	418	651	336	1797	544	1181	0	8	32	2	0	0	30	3250	2630	170	1242	834	47	422	699	963	298	4	1422	1034	24	0	471	665	11113	0	124	497	573	39	6	145	0	0	0	8	4148	1062	1838	2410	1066	486	11	40	424	514	47	153	0	160	0	0	0	0	7352	2294	799	3911	998	1399	1265	0	2866	169	16	7	0	155	132	57	2	0	35	1	0	0	77	45	1569	179	9	219	197	15	805	637	696	280	901	78	26	2	229	0	0	0	127	0	346	12	467	677	746	157	7	1035	463	301	239	15	1811	700	379	35	0	0	56	494	0	452	0	905	85	186	266	33	132	354	931	7275	3048	0	303	1774	541	0	136	198	277	429	0	204	3104	3543	243	72	419	389	0	0	0	76	372	26	26	37	1150	1254	7563	107	8	346	569	2923	897	375	1593	8642	713	4	2333	4056	1240	211	1281	3281	181	207	0	0	49	7	0	16	1362	0	0	66	2	4	0	76	15	68	21	200	651	109	1409	33	65	0	23	0	0	0	0	200	424	199	179	457	139	71	464	56	8	589	144	0	10	91	2231	431	15597	0	46	660	514	191	0	0	0	0	0	1001	529	1929	438	235	88	3	170	763	25	402	9	0	0	2000	1734	420	2121	149	449	428	1880	0	426	149	0	0	30	48	66	13	0	5	0	0	0	71	103	2174	58	28	196	86	5	113	2083	310	73	4	61	38	0	0	0	0	0	0	124	497	127	66	0	375	302	112	82	732	306	0	56	0	0	0	0	266	837	3199	107	0	8	1096	44	1185	0	169	418	36	508	197	282	12	1868	1440	972	4	114	960	126	0	0	0	0	0	97	5	3	75	519	593	313	7	0	0	873	640	116	6697	1088	234	340	2544	340	128	22	1873	56	0	0	77	5	0	0	0	0	0
